10;Faith;George Michael;"Well, I guess it would be nice if I could touch your body I know not everybody has got a body like you But I gotta think twice before I give my heart away And I know all the games you play because I played them too  Oh, but I need some time off from that emotion Time to pick my heart up off the floor Oh, when that love comes down without devotion Well it takes a strong man, baby But I'm showin' you the door  'Cause I gotta' have faith I gotta have faith Because I gotta have faith, faith, faith I got to have faith, faith, faith  Baby, I know you're askin' me to stay Say, ""Please, please, please don't go away"" You say I'm givin' you the blues Maybe (Huh) you mean every word you say Can't help but think of yesterday And another who tied me down to loverboy rules Before this river becomes an ocean Before you throw my heart back on the floor Oh, baby, I reconsider my foolish notion Well, I need someone to hold me But I'll wait for somethin' more  Yes I gotta have faith Ooh, I gotta have faith Because I gotta have faith, faith, faith I gotta have faith, faith, faith  I'll just have to wait Because I've got to have faith I gotta have faith I've got to, got to, got to have faith  Before this river becomes an ocean Before you throw my heart back on the floor Oh, oh, baby, I reconsider my foolish notion Well, I need someone to hold me But I'll wait for somethin' more 'Cause I gotta' have faith Ooh, I gotta have faith Because I gotta have faith, faith, faith I gotta have faith, faith, faith12EmbedShare URLCopyEmbedCopy"
11;The Best;Tina Turner;I call you when I need you, my heart's on fire You come to me, come to me, wild and wired Ooh, you come to me, give me everything I need  Give me a lifetime of promises and a world of dreams Speak the language of love like you know what it means Mm, and it can't be wrong Take my heart and make it strong, baby  You're simply the best Better than all the rest Better than anyone Anyone I ever met I'm stuck on your heart I hang on every word you say Tear us apart? No, no Baby, I would rather be dead  In your heart I see the start of every night and every day In your eyes, I get lost, I get washed away Just as long as I'm here in your arms I could be in no better place You're simply the best Better than all the rest Better than anyone Anyone I ever met Ooh, I'm stuck on your heart I hang on every word you say Oh, tear us apart? No, no Baby, I would rather be dead  Each time you leave me, I start losing control You're walking away with my heart and my soul I can feel you even when I'm alone Oh, baby, don't let go  Oh, you're the best Better than all the rest Better than anyone Anyone I ever met Ooh, I'm stuck on your heart I hang on every word you say Oh, tear us apart? No, no Baby, I would rather be dead You're the best  Oh, you're simply the best Better than all the rest Better than anyone Anyone I ever met I'm stuck on your heart, baby I hang on every word you say Oh, tear us apart? No, no Baby, I would rather be dead  Oh, you're the best Better than all the rest Better than anyone Anyone I ever met Oh, you're the best1EmbedShare URLCopyEmbedCopy
12;You Can't Hurry Love;Phil Collins;"I need love, love Ooh, ease my mind And I need to find time Someone to call mine;  My mama said, ""You can't hurry love No, you'll just have to wait"" She said, ""Love don't come easy But it's a game of give and take"" You can't hurry love No, you'll just have to wait Just trust in a good time No matter how long it takes  How many heartaches must I stand Before I find the love to let me live again Right now the only thing that keeps me hanging on When I feel my strength, ooh, it's almost gone  I remember mama said, ""You can't hurry love No, you'll just have to wait"" She said, ""Love don't come easy It's a game of give and take"" How long must I wait How much more must I take Before loneliness Will cause my heart, heart to break No, I can't bear to live my life alone I grow impatient for a love to call my own But when I feel that I, I can't go on Well these precious words keep me hanging on  I remember mama said, ""You can't hurry love No, you'll just have to wait"" She said, ""Love don't come easy But it's a game of give and take"" You can't hurry love No, you'll just have to wait Just trust in a good time No matter how long it takes Now break!  Now love, love don't come easy But I keep on waiting Anticipating for that soft voice To talk to me at night For some tender arms Hold me tight I keep waiting Ooh, till that day But it ain't easy (Love don't come easy) No, you know it ain't easy My mama said You can't hurry love No, you'll just have to wait She said ""Love don't come easy But it's a game of give and take"" You can't hurry love No, you'll just have to wait She said ""Love don't come easy But it's a game of give and take""5EmbedShare URLCopyEmbedCopy"
13;I'm Still Standing;Elton John;You could never know what it's like Your blood, like winter, freezes just like ice And there's a cold, lonely light that shines from you You'll wind up like the wreck you hide behind that mask you use And did you think this fool could never win? Well look at me, I'm a-coming back again I got a taste of love in a simple way And if you need to know while I'm still standing You just fade away  Don't you know I'm still standing better than I ever did? Looking like a true survivor, feeling like a little kid And I'm still standing after all this time Picking up the pieces of my life without you on my mind  I'm still standing (yeah, yeah, yeah) I'm still standing (yeah, yeah, yeah)  Once, I never coulda hoped to win You starting down the road, leaving me again The threats you made were meant to cut me down And if our love was just a circus, you'd be a clown by now You know I'm still standing better than I ever did Looking like a true survivor, feeling like a little kid And I'm still standing after all this time Picking up the pieces of my life without you on my mind  I'm still standing (yeah, yeah, yeah) I'm still standing (yeah, yeah, yeah)   Don't you know that I'm still standing better than I ever did? Looking like a true survivor, feeling like a little kid And I'm still standing after all this time Picking up the pieces of my life without you on my mind  I'm still standing (yeah, yeah, yeah) I'm still standing (yeah, yeah, yeah)  I'm still standing (yeah, yeah, yeah) I'm still standing (yeah, yeah, yeah) I'm still standing (yeah, yeah, yeah) I'm still standing (yeah, yeah, yeah)13EmbedShare URLCopyEmbedCopy
14;Islands in the Stream;Dolly Parton;Baby when I met you there was peace unknown I set out to get you with a fine tooth comb I was soft inside There was something going on You do something to me that I can't explain Hold me closer and I feel no pain Every beat of my heart We got something going on Tender love is blind It requires a dedication All this love we feel needs no conversation We ride it together, huhn huh Making love with each other, huhn hah Islands in the stream That is what we are No one in between How can we be wrong Sail away with me To another world And we rely on each other, huhn hah From one lover to another, huhn hah I can't live without you if the love was gone Everything is nothing if you got no one And you just walk in the night Slowly losing sight of the real thing But that won't happen to us and we got no doubt Too deep in love and we got no way out And the message is clear This could be the year for the real thing No more will you cry Baby I will hurt you never We start and end as one In love forever We can ride it together, huhn hah Making love with each other, huhn hah Islands in the stream That is what we are No one in between How can we be wrong Sail away with me To another world And we rely on each other, huhn hah From one lover to another, huhn hah Islands in the stream That is what we are No one in between How can we be wrong Sail away with me To another world And we rely on each other, huhn hah From one lover to another, huhn hah Islands in the stream That is what we are No one in between How can we be wrong Sail away with me To another world And we rely on each other, huhn hah From one lover to another, huhn hah Islands in the stream That is what we are No one in between4EmbedShare URLCopyEmbedCopy
15;Walk Of Life;Dire Straits;"Woo-hoo Woo-hoo  Here come Johnny singin' oldies, goldies Be-Bop-A-Lula, baby what I say Here comes Johnny singing ""I got a woman"" Down in the tunnels, tryna make it pay He got the action, he got the motion Oh, yeah, the boy can play Dedication, devotion Turnin' all the night time into the day  He do the song about the sweet lovin' woman He do the song about the knife Then he do the walk, do the walk of life Yeah, he do the walk of life Woo-hoo  Here come Johnny gonna tell you the story Hand me down my walkin' shoes Here come Johnny with the power and the glory Backbeat, the talkin' blues He got the action, he got the motion Oh, yeah, the boy can play Dedication, devotion Turnin' all the night time into the day He do the song about the sweet lovin' woman He do the song about the knife And he do the walk, he do the walk of life Yeah, he do the walk of life Woo-ho-ho  Here comes Johnny singin' oldies, goldies Be-Bop-A-Lula, baby what I say Here comes Johnny singin' ""I gotta woman"" Down in the tunnels, tryna make it pay He got the action, he got the motion Oh, yeah, the boy can play The dedication, devotion Turnin' all the night time into the day  And after all the violence and double talk There's just a song in all the trouble and the strife You do the walk, yeah, you do the walk of life Mmm, they do the walk of life  Woo-ho Woo-ho-ho Woo-ho-ho Woo-ho Woo-ho-ho8EmbedShare URLCopyEmbedCopy"
16;Don't You;Simple Minds;Hey, hey, hey, hey Ooh, whoa  Won't you come see about me? I'll be alone, dancing, you know it, baby Tell me your troubles and doubts Giving me everything inside and out and Love's strange, so real in the dark Think of the tender things that we were working on Slow change may pull us apart When the light gets into your heart, baby  Don't you forget about me Don't, don't, don't, don't Don't you forget about me  Will you stand above me? Look my way, never love me Rain keeps falling, rain keeps falling Down, down, down Will you recognize me? Call my name or walk on by Rain keeps falling, rain keeps falling Down, down, down, down Hey, hey, hey, hey Ooh, whoa Don't you try and pretend It's my feeling we'll win in the end I won't harm you or touch your defenses Vanity and security, ah Don't you forget about me I'll be alone, dancing, you know it, baby Goin' to take you apart I'll put us back together at heart, baby  Don't you forget about me Don't, don't, don't, don't Don't you forget about me  As you walk on by Will you call my name? As you walk on by Will you call my name? When you walk away Or will you walk away? Will you walk on by? Come on, call my name Will you call my name? I say, la, la-la-la-la, la-la-la-la La-la-la-la-la-la-la-la-la-la La-la-la-la, la-la-la-la La-la-la-la-la-la-la-la-la-la La-la-la-la, la-la-la-la La-la-la-la-la-la-la-la-la-la When you walk on by And you call my name When you walk on by35EmbedShare URLCopyEmbedCopy
17;Dancing On The Ceiling;Lionel Richie;(Cheering) Whoo! What is happening here Something going on that's not quite clear Somebody turn on the light We're gonna have a party, it's starting tonight Oh, what a feeling when we're dancing on the ceiling Oh, what a feeling when we're dancing on the ceiling The room is hot and that's good Some of my friends came by from the neighborhood The people starting to climb the walls Oooh, it looks like everybody is having a ball Oh, what a feeling when we're dancing on the ceiling Oh, what a feeling when we're dancing on the ceiling.  Ah Oh, oh, what a feeling when we're dancing on the ceiling Oh, what a feeling when we're dancing on the ceiling Come on! Whoo! Alright Everybody starts to lose control when the music is right If you see somebody hanging around, don't get uptight The only thing we wanna do tonight Is go round and round and turn upside down Come on, let's get down! (Cheering) Hey, hey, hey, hey, hey, hey, hey, hey! Hey, hey, hey.......(Cheering) So come on and get loose Don't hold back 'cause it ain't no use Hard to keep your feet on the ground 'Cause when we like to party, we only wanna get down Oh, what a feeling when we're dancing on the ceiling Oh, what a feeling when we're dancing on the ceiling.  Ah Oh, what a feeling, baby, when we're dancing on the ceiling Oh, what a feeling when we're dancing on the ceiling.  Whoa! Say what? Can't stop now, just getting started Everybody clap your hands.  (Clapping) Come on! Everybody let's dance! Oh, oh, oh, oh, oh Oh, what a feeling when we're dancing on the ceiling Oh, what a feeling when we're dancing on the ceiling Oh, what a feeling when we're dancing on the ceiling Oh, what a feeling when we're dancing on the ceiling Oh, what a feeling when we're dancing on the ceilingEmbedShare URLCopyEmbedCopy
18;I Still Haven't Found What I'm Looking For;U2;I have climbed the highest mountains I have run through the fields Only to be with you Only to be with you I have run, I have crawled I have scaled these city walls These city walls Only to be with you  But I still haven't found What I'm looking for But I still haven't found What I'm looking for  I have kissed honey lips Felt the healing in her fingertips It burned like fire This burning desire I have spoke with the tongue of angels I have held the hand of a devil It was warm in the night I was cold as a stone But I still haven't found What I'm looking for But I still haven't found What I'm looking for   I believe in the Kingdom Come Then all the colours will bleed into one Bleed into one But yes, I'm still running You broke the bonds and you loosed the chains Carried the cross of my shame Of my shame You know I believe it  But I still haven't found What I'm looking for But I still haven't found What I'm looking for But I still haven't found What I'm looking for But I still haven't found What I'm looking for 20EmbedShare URLCopyEmbedCopy
19;Uptown Girl;Billy Joel;Uptown girl She's been living in her uptown world I bet she's never had a backstreet guy I bet her momma never told her why I'm gonna try for an  Uptown girl She's been living in her white bread world As long as anyone with hot blood can And now she's looking for a downtown man That's what I am  And when she knows what she wants from her time And when she wakes up and makes up her mind  She'll see I'm not so tough Just because I'm in love with an  Uptown girl You know I've seen her in her uptown world She's getting tired of her high class toys And all the presents from her uptown boys She's got a choice Uptown girl You know I can't afford to buy her pearls But maybe someday when my ship comes in She'll understand what kind of guy I've been And then I'll win  And when she's walking, she's looking so fine And when she's talking, she'll say that she's mine  She'll say I'm not so tough Just because I'm in love with an  Uptown girl She's been living in her white bread world As long as anyone with hot blood can And now she's looking for a downtown man That's what I am  Uptown girl, she's my uptown girl You know I'm in love with an uptown girl, my uptown girl You know I'm in love with an uptown girl, my uptown girl You know I'm in love with an uptown girl, my uptown girl You know I'm in love with an uptown girl26EmbedShare URLCopyEmbedCopy
20;Got My Mind Set On You;George Harrison;I got my mind set on you I got my mind set on you I got my mind set on you I got my mind set on you  But it's going to take money A whole lot of spending money It's going to take plenty of money To do it right, child It's going to take time A whole lot of precious time It's going to take patience and time To do it, to do it, to do it, to do it, to do it To do it right, child  I got my mind set on you I got my mind set on you I got my mind set on you I got my mind set on you  And this time I know it's for real The feeling that I feel I know if I put my mind to it I know that I really can do it I got my mind set on you Set on you I got my mind set on you Set on you  But it's going to take money A whole lot of spending money It's going to take plenty of money To do it right, child It's going to take time A whole lot of precious time It's going to take patience and time To do it, to do it, to do it, to do it, to do it To do it right  I got my mind set on you I got my mind set on you I got my mind set on you I got my mind set on you  And this time I know it's for real The feelings that I feel I know if I put my mind to it I know that I really can do it But it's going to take money A whole lot of spending money It's going to take plenty of money To do it right, child It's going to take time A whole lot of precious time It's going to take patience and time To do it, to do it, to do it, to do it, to do it To do it right Set on you Set on you Set on you Set on you  I got my mind set on you I got my mind set on you I got my mind set on you I got my mind set on you  Set on you Set on you Set on you Set on you Set on you Set on you Set on you Set on you17EmbedShare URLCopyEmbedCopy
21;Walking On Sunshine;Katrina & The Waves;Ow! Heeey, yeah!  I used to think maybe you loved me, now, baby, I'm sure And I just can't wait 'till the day when you knock on my door Now every time I go for the mailbox, gotta hold myself down 'Cause I just can't wait 'till you write me you're coming around  Now I'm walking on sunshine, whoa I'm walking on sunshine, whoa I'm walking on sunshine, whoa And don't it feel good Hey, all right now And don't it feel good Hey, yeah  I used to think maybe you loved me, now I know that it's true And I don't want to spend my whole life just a-waiting for you Now, I don't want you back for the weekend, not back for a day, no, no, no I said, baby, I just want you back, and I want you to stay  Now I'm walking on sunshine, whoa I'm walking on sunshine, whoa I'm walking on sunshine, whoa And don't it feel good Hey, all right now And don't it feel good Yeah, oh yeah And don't it feel good Walking on sunshine Walking on sunshine I feel alive, I feel the love, I feel the love that's really real I feel alive, I feel the love, I feel the love that's really real I'm on sunshine, baby, oh Oh, yeah, I'm on sunshine, baby Ow!  I'm walking on sunshine, whoa I'm walking on sunshine, whoa I'm walking on sunshine, whoa And don't it feel good Hey, all right now And don't it feel good I say it, I say it, I say it again, now And don't it feel good Hey, yeah, now And don't it feel good And don't it, don't it, don't it, don't it, don't it, and don't it feel good I say it, I say it, I say it again, now And don't it feel good And don't it, don't it, don't it, don't it, don't it, and don't it feel good And tell me, tell me, tell me it again now And don't it feel good Hooooh, yeah now And don't it feel good And don't it, don't it, don't it, don't it, don't it, and don't it feel good Hooooh, yeah, Hooooh, yeah, Hooooh, yeah, yeah, yeah, yeah, yeah2EmbedShare URLCopyEmbedCopy
22;Hungry Eyes;Eric Carmen;I've been meaning to tell you I've got this feeling That won't subside I look at you and I fantasize You're mine tonight Now I've got you in my sights  With these hungry eyes One look at you And I can't disguise I've got hungry eyes I feel the magic between you and I  I want to hold you So hear me out I want to show you what love's all about Darling Tonight Now I've got you in my sights  With these hungry eyes One look at you And I can't disguise I've got hungry eyes I feel the magic between you and I I've got hungry eyes Now I've got you in my sights With the hungry eyes Now did I take you by surprise? I need you to see This love was meant to be  I've got hungry eyes One look at you And I can't disguise I've got hungry eyes I feel the magic between you and I I've got hungry eyes Now I've got you in my sights With the hungry eyes Now did I take you by surprise? With my hungry eyes I've got hungry eyes Now I've got you in my sights With my hungry eyes4EmbedShare URLCopyEmbedCopy
23;Crazy Little Thing Called Love;Queen;This thing called love I just can't handle it This thing called love I must get 'round to it, I ain't ready Crazy little thing called love  A-this thing (This thing) Called love (Called love) It cries (Like a baby) In a cradle all night It swings (Woo, woo) It jives (Woo, woo) It shakes all over like a jellyfish Woo, I kinda like it Crazy little thing called love  There goes my baby She knows how to rock 'n' roll She drives me crazy She gives me hot and cold fever Then she leaves me in a cool, cool sweat  I gotta be cool, relax, get hip And get on my tracks Take a back seat, hitch-hike And take a long ride On my motorbike until I'm ready Crazy little thing called love   Yeah I gotta be cool, relax, get hip And get on my tracks Take a back seat Hitch-hike (Ah hum, ah hum) And take a long ride on my motorbike Until I'm ready (Ready Freddie) Crazy little thing called love  This thing called love I just can't handle it This thing called love I must get 'round to it I ain't ready (Ooh ooh ooh ooh) Crazy little thing called love Crazy little thing called love, yeah, yeah Crazy little thing called love, yeah, yeah Crazy little thing called love, yeah, yeah Crazy little thing called love, yeah, yeah Crazy little thing called love, yeah, yeah Crazy little thing called love, yeah, yeah Crazy little thing called love, yeah, yeah Crazy little thing called love, yeah, yeah22EmbedShare URLCopyEmbedCopy
